Betweeness runtime: 16.029
BC results:
Node # 	| Betweenness
192 	| 0.0170696
4826 	| 0
4021 	| 0
26022 	| 0
6161 	| 0
7055 	| 0
19712 	| 0
21024 	| 1.77014e-005
8071 	| 0
17178 	| 1.57345e-005
23215 	| 0
3062 	| 0
16892 	| 0
19572 	| 0
7857 	| 0.0081741
11968 	| 0
19810 	| 0
14841 	| 0
920 	| 0.00175502
25904 	| 0
25829 	| 0
25849 	| 0
13355 	| 0.0100392
13022 	| 0
8077 	| 0
6300 	| 0
2117 	| 0
5182 	| 0
13311 	| 0
1879 	| 0
21548 	| 0
21809 	| 0
15609 	| 0
21177 	| 0.0163443
1174 	| 0
2712 	| 0
14176 	| 0
21018 	| 0
5479 	| 0
16124 	| 0
20807 	| 0
24334 	| 0
16415 	| 0
7046 	| 0
14710 	| 0
15682 	| 0
17157 	| 0
23093 	| 0
21547 	| 0
15357 	| 0.0171592
6076 	| 0
7311 	| 0
8629 	| 0
12615 	| 0
15163 	| 0
16483 	| 0
17731 	| 0.0330672
18913 	| 2.95023e-006
13990 	| 0
4555 	| 0
7482 	| 0
15681 	| 1.96682e-006
20793 	| 0
10346 	| 0.00409
15687 	| 0.0040841
19143 	| 0
19383 	| 0
6291 	| 0
19223 	| 0
19739 	| 0
20568 	| 0
8452 	| 0
22233 	| 0.00698689
12612 	| 0
14843 	| 0
19208 	| 0
20569 	| 0
17585 	| 0
15218 	| 0
19703 	| 0.00105621
7957 	| 0
18895 	| 0
4825 	| 0.0245144
8037 	| 0
9593 	| 0.0081741
14621 	| 0
19608 	| 0
15250 	| 0
15589 	| 0
4836 	| 0
11898 	| 0
1028 	| 0.0245105
9924 	| 9.89194e-005
12262 	| 9.89194e-005
15181 	| 0
2331 	| 0
17461 	| 0
188 	| 0
22920 	| 0
373 	| 0
21579 	| 0
23775 	| 0
11012 	| 0
8198 	| 0.00287554
13010 	| 0.00622903
320 	| 0.000499797
1897 	| 0
5602 	| 0
6024 	| 0
17464 	| 0
17590 	| 0
18042 	| 2.95023e-006
21315 	| 0
22770 	| 0
5483 	| 0
18884 	| 0
22727 	| 0
2487 	| 0
3052 	| 0.0122592
6711 	| 0
16232 	| 0
22725 	| 0.00408508
14991 	| 0
20560 	| 0
10356 	| 0
19062 	| 0
8973 	| 0
14600 	| 0
23138 	| 0
4372 	| 0
10880 	| 0
16598 	| 0.0245144
3851 	| 0
7011 	| 0
8702 	| 0
18159 	| 0
15200 	| 0
15617 	| 0
7807 	| 0
11828 	| 0
2352 	| 0
1855 	| 0
2527 	| 0
5057 	| 0
7094 	| 0
10432 	| 1.96682e-006
5774 	| 0
16891 	| 0
2624 	| 0
24202 	| 0
21314 	| 0
15572 	| 0
7356 	| 0
22556 	| 0
19102 	| 0
748 	| 0
8811 	| 0
22021 	| 0
2332 	| 0
18544 	| 0
21596 	| 0
16783 	| 0
15642 	| 0
17563 	| 0
12252 	| 0
22404 	| 1.96682e-006
9026 	| 0
18669 	| 0
19866 	| 0
25545 	| 3.93364e-006
8538 	| 0
19450 	| 0
7536 	| 0
7534 	| 0
3383 	| 0
1344 	| 0
18126 	| 0
1322 	| 0
10925 	| 0
15195 	| 0
16068 	| 0
17467 	| 0
11611 	| 0
20779 	| 0
24490 	| 0
4276 	| 0
24159 	| 5.90046e-006
717 	| 0
17865 	| 0
1376 	| 0
4267 	| 0
1289 	| 1.37677e-005
1560 	| 0
4365 	| 0
1915 	| 0
12263 	| 0
22000 	| 0
25136 	| 1.96682e-006
15259 	| 0
348 	| 0
5660 	| 0
15847 	| 0
16155 	| 0
315 	| 0
5629 	| 0.0245144
10499 	| 0
16718 	| 0
25599 	| 0
11969 	| 0
1967 	| 0
18996 	| 0
832 	| 0
3387 	| 0
4703 	| 0
7447 	| 0
9764 	| 0
10117 	| 0
14340 	| 0
14370 	| 0
15006 	| 0
16231 	| 0
16590 	| 0
16730 	| 0
19957 	| 0
21848 	| 0
22320 	| 0
15712 	| 0
19596 	| 0
5365 	| 0
7769 	| 0
15977 	| 0
17118 	| 0
1292 	| 0
6648 	| 0
10341 	| 0
14840 	| 0
16040 	| 0
10936 	| 5.90046e-006
19509 	| 0
19510 	| 0
23687 	| 0
17293 	| 0
15668 	| 0
25614 	| 0
26006 	| 0
22394 	| 0
10178 	| 0
3744 	| 0
24133 	| 0
19256 	| 0
3989 	| 0
17471 	| 0
510 	| 0
22285 	| 0
10679 	| 3.93364e-006
115 	| 0
5268 	| 0
8671 	| 0
23757 	| 0
830 	| 0
16802 	| 0
9053 	| 0
12504 	| 0
10850 	| 0
12644 	| 0
20528 	| 0
1589 	| 0
7603 	| 0
23759 	| 0
15208 	| 0
1561 	| 0
4484 	| 0
22379 	| 0
21558 	| 0
19683 	| 0
22744 	| 0
22746 	| 0
1981 	| 1.96682e-005
5468 	| 0
5668 	| 0
6908 	| 0
8187 	| 0
18034 	| 0
19879 	| 0
25444 	| 0
3818 	| 0
3388 	| 0
6735 	| 2.36018e-005
23167 	| 0
2806 	| 0
9209 	| 0
914 	| 0
2243 	| 0
3442 	| 0
5162 	| 0
18633 	| 0
5119 	| 0
10517 	| 0
13036 	| 0
6446 	| 0
8036 	| 0
25114 	| 0
21544 	| 0
13 	| 5.90046e-006
7596 	| 0
11196 	| 0
19170 	| 0
7090 	| 0.00164717
6350 	| 2.81911e-005
4495 	| 0
8372 	| 2.62242e-006
11823 	| 0
13628 	| 2.62242e-006
15246 	| 0
16014 	| 0
20332 	| 0
23710 	| 0
5137 	| 0
6884 	| 0
1013 	| 0
19011 	| 1.96682e-006
2123 	| 0
71 	| 0
20803 	| 1.96682e-006
6356 	| 0
25231 	| 0
1551 	| 0
8058 	| 1.96682e-006
2328 	| 0
8336 	| 0
24464 	| 0
12745 	| 0
19023 	| 0
10468 	| 0
8398 	| 0.0081741
9327 	| 0.0163443
8739 	| 0
13357 	| 3.93364e-006
25115 	| 0
25852 	| 0
403 	| 0
3200 	| 0
4264 	| 0
17468 	| 0
25510 	| 0
3279 	| 0
1782 	| 0
13521 	| 0
18784 	| 0
8976 	| 0.0081741
3910 	| 0
10513 	| 1.96682e-006
25059 	| 0
25595 	| 0
7477 	| 0
19257 	| 0
22961 	| 0
19906 	| 0
26102 	| 0
13749 	| 0.0298026
12121 	| 0
13034 	| 0
6079 	| 0
19941 	| 0
14135 	| 0
13325 	| 4.91705e-006
14502 	| 4.91705e-006
20926 	| 0
15899 	| 0
16338 	| 0
21390 	| 0
82 	| 0
3844 	| 0
7595 	| 0
8118 	| 0
15802 	| 0
15688 	| 0
22692 	| 0
4955 	| 0
4954 	| 0
5409 	| 0
8623 	| 0
11926 	| 0
8340 	| 0.00216129
5839 	| 0
7026 	| 0
12192 	| 0
3053 	| 0
20883 	| 0
787 	| 1.96682e-006
12940 	| 0
2222 	| 6.88386e-006
2215 	| 0
10792 	| 0
15695 	| 1.18009e-005
20422 	| 0
21309 	| 2.95023e-006
20379 	| 0
1549 	| 1.96682e-005
22766 	| 0
23168 	| 0
24732 	| 0
4272 	| 0
2557 	| 0
2247 	| 0
9606 	| 2.1635e-005
4958 	| 0
5973 	| 0
10884 	| 0
12122 	| 0
16353 	| 0
1427 	| 0.0081741
11037 	| 0
2981 	| 0
4427 	| 0
6669 	| 0
9865 	| 0
8449 	| 0
13490 	| 0
19528 	| 0
22577 	| 0
25440 	| 0
18366 	| 0
25217 	| 0
4750 	| 0
19147 	| 0
20174 	| 0
7588 	| 0
7590 	| 0
3599 	| 0
14130 	| 0
14302 	| 1.96682e-006
5432 	| 0
12676 	| 0
11721 	| 0
12151 	| 0
15221 	| 0
11792 	| 0
16831 	| 0
5667 	| 5.90046e-006
3297 	| 9.83409e-006
14770 	| 1.57345e-005
23461 	| 5.90046e-006
2329 	| 0
24846 	| 0
8367 	| 0
14894 	| 1.96682e-006
1670 	| 0
22927 	| 0
3362 	| 1.96682e-006
3347 	| 0
16957 	| 0
8969 	| 0
25649 	| 0
25839 	| 0
2938 	| 0
18581 	| 0
1024 	| 0
12552 	| 0
16513 	| 0
21593 	| 0
22325 	| 0
18970 	| 0
2409 	| 0
3522 	| 0
4286 	| 0
4288 	| 0
18278 	| 0
2201 	| 0
14868 	| 0
16226 	| 0
5211 	| 0
11028 	| 0
21171 	| 0
22730 	| 0
1187 	| 0
6290 	| 0
8161 	| 0.000254099
12054 	| 0
21468 	| 0
13677 	| 0
18288 	| 0
23206 	| 0
4110 	| 1.96682e-006
16523 	| 0
17696 	| 0
15641 	| 3.93364e-006
5466 	| 0
12801 	| 0
19548 	| 0
10352 	| 0
15423 	| 0
18144 	| 0
4959 	| 0
6867 	| 0
19110 	| 0
9149 	| 0
17346 	| 0
20319 	| 0
16042 	| 0
5533 	| 0
782 	| 0
11539 	| 0
15227 	| 5.90046e-006
16655 	| 0
18151 	| 0
21811 	| 0.0081741
254 	| 0
7572 	| 0
20150 	| 0
22312 	| 0
25226 	| 0
23621 	| 0
11623 	| 0
23306 	| 0.0652826
5960 	| 0
8705 	| 0
11662 	| 0
14094 	| 0
19014 	| 0
24575 	| 1.96682e-006
8255 	| 0
14842 	| 0
3719 	| 0
5067 	| 2.34926e-005
6907 	| 2.34926e-005
8072 	| 0
8375 	| 0
9025 	| 2.34926e-005
13649 	| 2.34926e-005
19545 	| 0
25060 	| 0
25289 	| 2.34926e-005
15683 	| 0
19923 	| 0
20664 	| 0
21824 	| 0
25359 	| 0
1989 	| 0
4106 	| 0
7515 	| 0
17782 	| 0
18231 	| 0
18628 	| 0
17785 	| 3.93364e-006
15583 	| 0
24272 	| 0
18091 	| 0
24456 	| 0
25211 	| 0
11971 	| 0
938 	| 0
5087 	| 0
17936 	| 0
7636 	| 0
12554 	| 0
4278 	| 0
18183 	| 0
10522 	| 0
10561 	| 0
25678 	| 0
1660 	| 0
3377 	| 7.86727e-006
23068 	| 0
25631 	| 0
1383 	| 0
6737 	| 0
9988 	| 0
14620 	| 0
822 	| 0
9518 	| 0
16358 	| 0
18238 	| 0
4777 	| 5.90046e-006
15396 	| 0
26180 	| 0
19064 	| 0
360 	| 0
2304 	| 0
7602 	| 0
8307 	| 0
9514 	| 0
1959 	| 0
9723 	| 0
21713 	| 0
25470 	| 0
5446 	| 0
5632 	| 0
20433 	| 0
18558 	| 0
10818 	| 0
11016 	| 0
25596 	| 0
6513 	| 0
25138 	| 0
17275 	| 0
16801 	| 0
19451 	| 0
9579 	| 1.77014e-005
16932 	| 0
6534 	| 0
11561 	| 0
22381 	| 0
12863 	| 0
18390 	| 0
1836 	| 0
8400 	| 0
13387 	| 0
22048 	| 0
23424 	| 0
8153 	| 0
15182 	| 0
16728 	| 0
22319 	| 0
8054 	| 0
24504 	| 0
22605 	| 0
21623 	| 0
7479 	| 7.86727e-006
2754 	| 0
5511 	| 0
7265 	| 0
10056 	| 0
13390 	| 0
25176 	| 0
10382 	| 0
25482 	| 0
2223 	| 0
4266 	| 0
20216 	| 0
16643 	| 0
20035 	| 0
6170 	| 1.96682e-006
8881 	| 0
16609 	| 0
372 	| 0
14131 	| 0
12113 	| 0
16886 	| 3.93364e-006
142 	| 0
18626 	| 0
8735 	| 0
25062 	| 0
1793 	| 0
5481 	| 0
3754 	| 0.0163443
8185 	| 0
16496 	| 0
9039 	| 0
11911 	| 0
18613 	| 0
10497 	| 0
357 	| 0
23300 	| 0
24960 	| 0
21303 	| 0
734 	| 0
19221 	| 0
17470 	| 0
18772 	| 0
21949 	| 0
18194 	| 0
5697 	| 0
14358 	| 0
8558 	| 0
13717 	| 0
8534 	| 0
8676 	| 0
14639 	| 0
2073 	| 0
1662 	| 0
2613 	| 0
9224 	| 9.83409e-007
10154 	| 0
11410 	| 0
16830 	| 9.83409e-007
4144 	| 0
18596 	| 0
23771 	| 0
16622 	| 0
18454 	| 0
13031 	| 3.93364e-006
8738 	| 0
13334 	| 0
13620 	| 0
16312 	| 0
16314 	| 0
20515 	| 0
23915 	| 0.000747275
12266 	| 0.000747275
15678 	| 0.000747275
17134 	| 0.000747275
21436 	| 0.000747275
23146 	| 0
23488 	| 0.000747275
25575 	| 0.000747275
11991 	| 0
3186 	| 0
14182 	| 0
17537 	| 0
15358 	| 0
18036 	| 0
18338 	| 0
9631 	| 0
10898 	| 0
14175 	| 0
12307 	| 0
22980 	| 0
5387 	| 0
18156 	| 0
19145 	| 0
23760 	| 0
1983 	| 0
13012 	| 0
20943 	| 0
22110 	| 0
5231 	| 0
22311 	| 0
20084 	| 0
6576 	| 0
1621 	| 0
7109 	| 0
9018 	| 0
14374 	| 0
18299 	| 1.31121e-006
19687 	| 0
12751 	| 0
6307 	| 0
13486 	| 0
4259 	| 0
18688 	| 0
4630 	| 0
9921 	| 0
10672 	| 0
12512 	| 0
831 	| 0
11280 	| 0
15154 	| 0
14132 	| 0
4034 	| 0
9715 	| 1.18009e-005
9717 	| 0
8512 	| 0
25492 	| 0
25511 	| 0
1798 	| 0
4828 	| 0
5404 	| 0
24462 	| 0
11641 	| 0
14338 	| 0
22729 	| 0
677 	| 0
4426 	| 0
4242 	| 0
19466 	| 0
7543 	| 0
24128 	| 0
17581 	| 0
10446 	| 0
11411 	| 0
24242 	| 0
5853 	| 0
5492 	| 0
9979 	| 0
18094 	| 0.0081741
8870 	| 0
9831 	| 0
12473 	| 0
18388 	| 0
20654 	| 0
9867 	| 0
4037 	| 0
25663 	| 0
4196 	| 0
15401 	| 0
1051 	| 0
4245 	| 0
25664 	| 0
24140 	| 0
16823 	| 0
5571 	| 0
13802 	| 0
19553 	| 0
25447 	| 0
15962 	| 0
19892 	| 0
18417 	| 0
4643 	| 0
20320 	| 0
14990 	| 0
25975 	| 0
24708 	| 0
19443 	| 0
23492 	| 0
8395 	| 0
8725 	| 0
11054 	| 0
14763 	| 0
4432 	| 0
5062 	| 0
19881 	| 0
20766 	| 0
11718 	| 0
15553 	| 0
15374 	| 0
5490 	| 0
8474 	| 0
1976 	| 0
23672 	| 0
12295 	| 0
9189 	| 0
2116 	| 0
9765 	| 0
9774 	| 0
12034 	| 0
17935 	| 0
12248 	| 0
98 	| 0
10116 	| 0
4181 	| 0
17992 	| 0
8409 	| 0
2248 	| 0
11579 	| 0
15073 	| 0
16922 	| 0
20925 	| 0
22645 	| 0
13415 	| 0
7585 	| 0
15386 	| 0
23772 	| 0
735 	| 0
6078 	| 0
74 	| 0
2298 	| 0
16129 	| 0
8717 	| 0
10638 	| 0
13558 	| 0
8669 	| 0
9038 	| 0
12213 	| 0
21710 	| 0
22318 	| 0
24888 	| 0
22728 	| 0
2561 	| 0
23094 	| 0
1969 	| 0
8472 	| 0
24141 	| 0
16971 	| 0
5228 	| 0
20170 	| 0
18608 	| 1.96682e-006
14339 	| 0
22816 	| 0
7280 	| 0
7267 	| 0
20309 	| 0
8891 	| 0
11893 	| 0
25667 	| 0
6776 	| 0
24733 	| 0
18455 	| 0
2334 	| 0
10180 	| 0
17587 	| 0
11215 	| 0
23156 	| 0
23970 	| 0
7718 	| 0
19502 	| 0
3748 	| 0
17503 	| 0
10602 	| 0
20805 	| 0
11467 	| 0
19575 	| 0
4038 	| 0
7058 	| 0
23811 	| 0
1878 	| 0
12338 	| 0
15800 	| 0
9130 	| 0
25095 	| 0
20066 	| 0
1010 	| 0
2749 	| 0
5829 	| 0
11642 	| 0
25230 	| 0
5256 	| 0
5257 	| 0
22827 	| 0
16015 	| 0
22938 	| 0
15774 	| 0
20333 	| 0
4262 	| 0
6701 	| 0
10407 	| 0
5406 	| 0
22435 	| 0
11120 	| 5.90046e-006
16340 	| 0
17851 	| 0
20233 	| 0
4366 	| 0
410 	| 0
9211 	| 0
13413 	| 0
19473 	| 0
23812 	| 0
24214 	| 0
4116 	| 0
25496 	| 0
19314 	| 0
19880 	| 0
25543 	| 0
26019 	| 0
26048 	| 0
24820 	| 0
20707 	| 0
5486 	| 0
8366 	| 0
5261 	| 0
6282 	| 0
18908 	| 0
25531 	| 0
12050 	| 0
5364 	| 0
14 	| 0
14171 	| 0
14845 	| 0
5232 	| 0
19521 	| 0
